WDPA_PID,IUCN9,Realm,GIS-Area_Category,Acrop-aMER,Acrop-aPTS,Rcrop-aMER,Rcrop-aPTS
220068,No Category,Afrotropic,>10000,3AC~3M,3AC~3P,3RC~3M,3RC~3P
1443,III,Afrotropic,100~1000,3AC~3M,3AC~3P,3RC~3M,3RC~3P
29118,No Category,Afrotropic,1000~10000,3AC~3M,3AC~3P,2RC~3M,2RC~3P
303072,II,Indomalaya,100~1000,3AC~3M,3AC~3P,1RC~3M,1RC~3P
1926,IV,Indomalaya,100~1000,3AC~3M,3AC~3P,3RC~3M,3RC~3P
20287,II,Afrotropic,100~1000,3AC~3M,3AC~3P,2RC~3M,2RC~3P
555571586,IV,Palearctic,10~20,1AC~3M,1AC~3P,1RC~3M,1RC~3P
555571675,IV,Palearctic,10~20,1AC~3M,1AC~3P,1RC~3M,1RC~3P
555575147,IV,Palearctic,1~10,2AC~3M,2AC~3P,1RC~3M,1RC~3P
734,II,Palearctic,100~1000,3AC~3M,3AC~3P,1RC~3M,1RC~3P
555574811,IV,Palearctic,1~10,1AC~3M,1AC~3P,2RC~3M,2RC~3P
555571559,IV,Palearctic,1~10,2AC~3M,2AC~3P,2RC~3M,2RC~3P
555571542,IV,Palearctic,50~100,3AC~3M,3AC~3P,2RC~3M,2RC~3P
555574766,IV,Palearctic,1~10,2AC~3M,2AC~3P,2RC~3M,2RC~3P
555571837,IV,Palearctic,1~10,2AC~3M,2AC~3P,2RC~3M,2RC~3P
29828,IV,Palearctic,100~1000,3AC~3M,3AC~3P,2RC~3M,2RC~3P
555571561,IV,Palearctic,1~10,2AC~3M,2AC~3P,2RC~3M,2RC~3P
13984,II,Palearctic,100~1000,3AC~3M,3AC~3P,2RC~3M,2RC~3P
555571641,IV,Palearctic,<1,2AC~3M,2AC~3P,3RC~3M,3RC~3P
555574893,IV,Palearctic,1~10,2AC~3M,2AC~3P,3RC~3M,3RC~3P
555574804,IV,Palearctic,1~10,3AC~3M,3AC~3P,3RC~3M,3RC~3P
555571845,IV,Palearctic,100~1000,1AC~3M,1AC~3P,3RC~3M,3RC~3P
6741,IV,Palearctic,100~1000,3AC~3M,3AC~3P,3RC~3M,3RC~3P
19669,II,Indomalaya,100~1000,3AC~3M,3AC~3P,2RC~3M,2RC~3P
7396,IV,Afrotropic,1000~10000,3AC~3M,3AC~3P,1RC~3M,1RC~3P
355421,III,Australasia,1~10,1AC~3M,1AC~3P,1RC~3M,1RC~3P
356286,III,Australasia,1~10,1AC~3M,1AC~3P,1RC~3M,1RC~3P
67857,No Category,Palearctic,1000~10000,3AC~3M,3AC~3P,2RC~3M,2RC~3P
355881,III,Australasia,10~20,3AC~3M,3AC~3P,2RC~3M,2RC~3P
1500,II,Australasia,>10000,3AC~3M,3AC~3P,3RC~3M,3RC~3P
198298,No Category,Australasia,>10000,3AC~3M,3AC~3P,3RC~3M,3RC~3P
555563611,No Category,Afrotropic,50~100,2AC~3M,2AC~3P,3RC~3M,3RC~3P
355916,III,Australasia,1~10,2AC~3M,2AC~3P,3RC~3M,3RC~3P
7327,No Category,Indomalaya,100~1000,3AC~3M,3AC~3P,3RC~3M,3RC~3P
834,II,Palearctic,1000~10000,3AC~3M,3AC~3P,3RC~3M,3RC~3P
29395,No Category,Afrotropic,30~40,2AC~3M,2AC~3P,3RC~3M,3RC~3P
29397,No Category,Afrotropic,1~10,3AC~3M,3AC~3P,2RC~3M,2RC~3P
555571253,II,Australasia,100~1000,3AC~3M,3AC~3P,3RC~3M,3RC~3P
555705286,II,Neotropic,1000~10000,2AC~3M,2AC~3P,3RC~3M,3RC~3P
4328,No Category,Afrotropic,1000~10000,3AC~3M,3AC~3P,3RC~3M,3RC~3P
555549367,No Category,Afrotropic,30~40,3AC~3M,3AC~3P,2RC~3M,2RC~3P
301383,No Category,Afrotropic,20~30,2AC~3M,2AC~3P,3RC~3M,3RC~3P
306402,No Category,Indomalaya,50~100,3AC~3M,3AC~3P,3RC~3M,3RC~3P
555512232,II,Indomalaya,40~50,2AC~3M,2AC~3P,1RC~3M,1RC~3P
40162,No Category,Afrotropic,30~40,3AC~3M,3AC~3P,3RC~3M,3RC~3P
40597,No Category,Afrotropic,100~1000,3AC~3M,3AC~3P,2RC~3M,2RC~3P
10106,VI,Indomalaya,100~1000,3AC~3M,3AC~3P,2RC~3M,2RC~3P
555564099,No Category,Afrotropic,40~50,3AC~3M,3AC~3P,2RC~3M,2RC~3P
555563677,No Category,Afrotropic,10~20,2AC~3M,2AC~3P,3RC~3M,3RC~3P
555564073,No Category,Afrotropic,40~50,3AC~3M,3AC~3P,3RC~3M,3RC~3P
555563786,No Category,Afrotropic,20~30,3AC~3M,3AC~3P,3RC~3M,3RC~3P
555570349,No Category,Afrotropic,10~20,3AC~3M,3AC~3P,3RC~3M,3RC~3P
555564115,No Category,Afrotropic,30~40,3AC~3M,3AC~3P,3RC~3M,3RC~3P
167106,Ia,Palearctic,100~1000,3AC~3M,3AC~3P,3RC~3M,3RC~3P
167131,II,Palearctic,100~1000,3AC~3M,3AC~3P,3RC~3M,3RC~3P
555592525,IV,Indomalaya,10~20,3AC~3M,3AC~3P,1RC~3M,1RC~3P
6705,IV,Indomalaya,20~30,3AC~3M,3AC~3P,1RC~3M,1RC~3P
7934,VI,Afrotropic,20~30,3AC~3M,3AC~3P,3RC~3M,3RC~3P
4327,No Category,Afrotropic,1000~10000,1AC~3M,1AC~3P,2RC~3M,2RC~3P
555623848,No Category,Afrotropic,1000~10000,3AC~3M,3AC~3P,2RC~3M,2RC~3P
2422,VI,Afrotropic,100~1000,3AC~3M,3AC~3P,3RC~3M,3RC~3P
39997,No Category,Afrotropic,1~10,2AC~3M,2AC~3P,3RC~3M,3RC~3P
2336,II,Afrotropic,1000~10000,3AC~3M,3AC~3P,2RC~3M,2RC~3P
555570211,No Category,Afrotropic,10~20,3AC~3M,3AC~3P,3RC~3M,3RC~3P
31259,Ia,Indomalaya,1000~10000,3AC~3M,3AC~3P,3RC~3M,3RC~3P
7397,IV,Afrotropic,1000~10000,3AC~3M,3AC~3P,2RC~3M,2RC~3P
29806,No Category,Afrotropic,100~1000,2AC~3M,2AC~3P,3RC~3M,3RC~3P
342673,No Category,Afrotropic,100~1000,2AC~3M,2AC~3P,3RC~3M,3RC~3P
2280,II,Afrotropic,1000~10000,3AC~3M,3AC~3P,3RC~3M,3RC~3P
301388,No Category,Afrotropic,50~100,3AC~3M,3AC~3P,2RC~3M,2RC~3P
167133,IV,Palearctic,20~30,3AC~3M,3AC~3P,2RC~3M,2RC~3P
555563524,No Category,Afrotropic,10~20,2AC~3M,2AC~3P,2RC~3M,2RC~3P
68643,Ib,Indomalaya,100~1000,2AC~3M,2AC~3P,3RC~3M,3RC~3P
352617,No Category,Afrotropic,100~1000,3AC~3M,3AC~3P,3RC~3M,3RC~3P
342662,No Category,Afrotropic,50~100,3AC~3M,3AC~3P,3RC~3M,3RC~3P
2337,II,Afrotropic,1000~10000,3AC~3M,3AC~3P,3RC~3M,3RC~3P
2321,IV,Afrotropic,>10000,3AC~3M,3AC~3P,1RC~3M,1RC~3P
555574381,IV,Palearctic,1~10,1AC~3M,1AC~3P,1RC~3M,1RC~3P
555574319,IV,Palearctic,10~20,1AC~3M,1AC~3P,1RC~3M,1RC~3P
555574358,IV,Palearctic,1~10,1AC~3M,1AC~3P,1RC~3M,1RC~3P
555573540,IV,Palearctic,100~1000,1AC~3M,1AC~3P,1RC~3M,1RC~3P
555574373,IV,Palearctic,<1,1AC~3M,1AC~3P,2RC~3M,2RC~3P
555574567,IV,Palearctic,20~30,1AC~3M,1AC~3P,1RC~3M,1RC~3P
555575481,V,Palearctic,100~1000,2AC~3M,2AC~3P,2RC~3M,2RC~3P
3276,V,Palearctic,100~1000,3AC~3M,3AC~3P,2RC~3M,2RC~3P
171,II,Neotropic,20~30,2AC~3M,2AC~3P,3RC~3M,3RC~3P
6735,IV,Palearctic,50~100,3AC~3M,3AC~3P,2RC~3M,2RC~3P
555555484,No Category,Afrotropic,100~1000,3AC~3M,3AC~3P,3RC~3M,3RC~3P
835,V,Indomalaya,50~100,3AC~3M,3AC~3P,3RC~3M,3RC~3P
62491,III,Indomalaya,<1,1AC~3M,1AC~3P,2RC~3M,2RC~3P
8757,V,Indomalaya,1~10,2AC~3M,2AC~3P,3RC~3M,3RC~3P
555571228,V,Indomalaya,20~30,3AC~3M,3AC~3P,3RC~3M,3RC~3P
1405,Ia,Indomalaya,1000~10000,3AC~3M,3AC~3P,2RC~3M,2RC~3P
61608,No Category,Afrotropic,1000~10000,3AC~3M,3AC~3P,2RC~3M,2RC~3P
18438,II,Afrotropic,1000~10000,3AC~3M,3AC~3P,2RC~3M,2RC~3P
39832,No Category,Afrotropic,100~1000,2AC~3M,2AC~3P,3RC~3M,3RC~3P
11829,Ia,Palearctic,100~1000,3AC~3M,3AC~3P,3RC~3M,3RC~3P
167100,IV,Palearctic,100~1000,3AC~3M,3AC~3P,3RC~3M,3RC~3P
20683,Ia,Palearctic,100~1000,2AC~3M,2AC~3P,3RC~3M,3RC~3P
555563848,No Category,Afrotropic,40~50,3AC~3M,3AC~3P,2RC~3M,2RC~3P
555705806,VI,Indomalaya,100~1000,2AC~3M,2AC~3P,3RC~3M,3RC~3P
20327,VI,Afrotropic,1000~10000,3AC~3M,3AC~3P,3RC~3M,3RC~3P
301558,No Category,Afrotropic,1000~10000,3AC~3M,3AC~3P,3RC~3M,3RC~3P
555623783,No Category,Afrotropic,1000~10000,3AC~3M,3AC~3P,3RC~3M,3RC~3P
301543,No Category,Afrotropic,1000~10000,3AC~3M,3AC~3P,3RC~3M,3RC~3P
67729,No Category,Indomalaya,1000~10000,3AC~3M,3AC~3P,3RC~3M,3RC~3P
303695,II,Afrotropic,1000~10000,3AC~3M,3AC~3P,2RC~3M,2RC~3P
13648,V,Neotropic,100~1000,3AC~3M,3AC~3P,2RC~3M,2RC~3P
12287,II,Palearctic,1000~10000,3AC~3M,3AC~3P,2RC~3M,2RC~3P
555571713,IV,Palearctic,1~10,2AC~3M,2AC~3P,2RC~3M,2RC~3P
555571838,IV,Palearctic,50~100,3AC~3M,3AC~3P,2RC~3M,2RC~3P
555661627,IV,Neotropic,50~100,1AC~3M,1AC~3P,2RC~3M,2RC~3P
555575195,V,Palearctic,40~50,3AC~3M,3AC~3P,3RC~3M,3RC~3P
5196,No Category,Neotropic,>10000,3AC~3M,3AC~3P,2RC~3M,2RC~3P
555570569,No Category,Afrotropic,30~40,3AC~3M,3AC~3P,2RC~3M,2RC~3P
302135,IV,Neotropic,10~20,3AC~3M,3AC~3P,2RC~3M,2RC~3P
13757,VI,Afrotropic,1000~10000,3AC~3M,3AC~3P,3RC~3M,3RC~3P
40451,No Category,Afrotropic,<1,2AC~3M,2AC~3P,2RC~3M,2RC~3P
1373,VI,Afrotropic,50~100,2AC~3M,2AC~3P,3RC~3M,3RC~3P
555703792,IV,Afrotropic,50~100,2AC~3M,2AC~3P,2RC~3M,2RC~3P
29410,No Category,Afrotropic,100~1000,3AC~3M,3AC~3P,3RC~3M,3RC~3P
342670,No Category,Afrotropic,1000~10000,3AC~3M,3AC~3P,3RC~3M,3RC~3P
29358,No Category,Afrotropic,1~10,2AC~3M,2AC~3P,3RC~3M,3RC~3P
7398,IV,Afrotropic,1000~10000,3AC~3M,3AC~3P,2RC~3M,2RC~3P
5216,No Category,Indomalaya,10~20,3AC~3M,3AC~3P,3RC~3M,3RC~3P
1766,Ia,Palearctic,100~1000,3AC~3M,3AC~3P,3RC~3M,3RC~3P
6784,No Category,Indomalaya,1~10,3AC~3M,3AC~3P,2RC~3M,2RC~3P
3225,IV,Afrotropic,>10000,3AC~3M,3AC~3P,2RC~3M,2RC~3P
555624101,No Category,Afrotropic,50~100,3AC~3M,3AC~3P,2RC~3M,2RC~3P
755,II,Afrotropic,100~1000,3AC~3M,3AC~3P,3RC~3M,3RC~3P
555623796,No Category,Afrotropic,1000~10000,3AC~3M,3AC~3P,2RC~3M,2RC~3P
2010,No Category,Afrotropic,1000~10000,3AC~3M,3AC~3P,2RC~3M,2RC~3P
351114,No Category,Afrotropic,20~30,2AC~3M,2AC~3P,1RC~3M,1RC~3P
555564079,No Category,Afrotropic,1~10,3AC~3M,3AC~3P,2RC~3M,2RC~3P
327,II,Neotropic,100~1000,1AC~3M,1AC~3P,3RC~3M,3RC~3P
555563907,No Category,Afrotropic,10~20,3AC~3M,3AC~3P,3RC~3M,3RC~3P
93646,IV,Palearctic,100~1000,3AC~3M,3AC~3P,3RC~3M,3RC~3P
6781,No Category,Indomalaya,1~10,3AC~3M,3AC~3P,1RC~3M,1RC~3P
30658,VI,Neotropic,1000~10000,3AC~3M,3AC~3P,2RC~3M,2RC~3P
350001,No Category,Afrotropic,100~1000,3AC~3M,3AC~3P,2RC~3M,2RC~3P
68242,No Category,Afrotropic,100~1000,3AC~3M,3AC~3P,3RC~3M,3RC~3P
67860,No Category,Palearctic,1000~10000,3AC~3M,3AC~3P,1RC~3M,1RC~3P
354967,III,Australasia,40~50,1AC~3M,1AC~3P,1RC~3M,1RC~3P
67615,II,Neotropic,100~1000,2AC~3M,2AC~3P,3RC~3M,3RC~3P
23313,IV,Indomalaya,50~100,3AC~3M,3AC~3P,2RC~3M,2RC~3P
555703866,IV,Afrotropic,1~10,3AC~3M,3AC~3P,3RC~3M,3RC~3P
301516,No Category,Afrotropic,1000~10000,3AC~3M,3AC~3P,3RC~3M,3RC~3P
1401,IV,Afrotropic,1000~10000,2AC~3M,2AC~3P,2RC~3M,2RC~3P
6932,IV,Afrotropic,100~1000,2AC~3M,2AC~3P,2RC~3M,2RC~3P
804,II,N/A,1000~10000,2AC~3M,2AC~3P,3RC~3M,3RC~3P
2007,No Category,N/A,1000~10000,2AC~3M,2AC~3P,3RC~3M,3RC~3P
555703782,IV,Afrotropic,1~10,3AC~3M,3AC~3P,2RC~3M,2RC~3P
555703783,IV,Afrotropic,50~100,3AC~3M,3AC~3P,2RC~3M,2RC~3P
8916,IV,Indomalaya,100~1000,3AC~3M,3AC~3P,2RC~3M,2RC~3P
167107,Ia,Palearctic,100~1000,3AC~3M,3AC~3P,3RC~3M,3RC~3P
555571226,VI,Indomalaya,1~10,2AC~3M,2AC~3P,2RC~3M,2RC~3P
916,II,Afrotropic,>10000,3AC~3M,3AC~3P,1RC~3M,1RC~3P
2575,No Category,Afrotropic,>10000,3AC~3M,3AC~3P,1RC~3M,1RC~3P
1252,II,Indomalaya,1000~10000,3AC~3M,3AC~3P,3RC~3M,3RC~3P
3030,No Category,Indomalaya,1000~10000,3AC~3M,3AC~3P,3RC~3M,3RC~3P
5165,IV,Afrotropic,1000~10000,3AC~3M,3AC~3P,2RC~3M,2RC~3P
17727,II,Afrotropic,1000~10000,3AC~3M,3AC~3P,2RC~3M,2RC~3P
312897,IV,Indomalaya,100~1000,3AC~3M,3AC~3P,2RC~3M,2RC~3P
555623790,No Category,Afrotropic,1000~10000,3AC~3M,3AC~3P,3RC~3M,3RC~3P
1439,III,Afrotropic,100~1000,3AC~3M,3AC~3P,3RC~3M,3RC~3P
306401,No Category,Indomalaya,50~100,3AC~3M,3AC~3P,3RC~3M,3RC~3P
555574372,IV,Palearctic,10~20,3AC~3M,3AC~3P,1RC~3M,1RC~3P
1910,Ia,Indomalaya,10~20,2AC~3M,2AC~3P,3RC~3M,3RC~3P
29120,No Category,Afrotropic,1000~10000,3AC~3M,3AC~3P,3RC~3M,3RC~3P
8932,No Category,Indomalaya,100~1000,2AC~3M,2AC~3P,2RC~3M,2RC~3P
313340,V,Palearctic,100~1000,3AC~3M,3AC~3P,3RC~3M,3RC~3P
167098,IV,Palearctic,100~1000,3AC~3M,3AC~3P,2RC~3M,2RC~3P
167091,IV,Palearctic,100~1000,3AC~3M,3AC~3P,3RC~3M,3RC~3P
303027,No Category,Indomalaya,50~100,3AC~3M,3AC~3P,1RC~3M,1RC~3P
312938,II,Indomalaya,100~1000,3AC~3M,3AC~3P,2RC~3M,2RC~3P
10737,II,Afrotropic,1000~10000,3AC~3M,3AC~3P,3RC~3M,3RC~3P
26606,II,N/A,1000~10000,2AC~3M,2AC~3P,3RC~3M,3RC~3P
62486,V,Indomalaya,1~10,2AC~3M,2AC~3P,2RC~3M,2RC~3P
301438,No Category,Afrotropic,1000~10000,3AC~3M,3AC~3P,3RC~3M,3RC~3P
301519,No Category,Afrotropic,1000~10000,1AC~3M,1AC~3P,1RC~3M,1RC~3P
301496,No Category,Afrotropic,1000~10000,3AC~3M,3AC~3P,3RC~3M,3RC~3P
306409,No Category,Indomalaya,100~1000,3AC~3M,3AC~3P,3RC~3M,3RC~3P
555697881,No Category,Afrotropic,1000~10000,3AC~3M,3AC~3P,3RC~3M,3RC~3P
34163,IV,Indomalaya,100~1000,2AC~3M,2AC~3P,3RC~3M,3RC~3P
1251,II,Indomalaya,1000~10000,3AC~3M,3AC~3P,3RC~3M,3RC~3P
34161,II,Indomalaya,100~1000,2AC~3M,2AC~3P,2RC~3M,2RC~3P
8067,Ia,Australasia,1000~10000,3AC~3M,3AC~3P,3RC~3M,3RC~3P
3270,V,Palearctic,40~50,2AC~3M,2AC~3P,1RC~3M,1RC~3P
555571523,IV,Palearctic,1~10,1AC~3M,1AC~3P,1RC~3M,1RC~3P
555571608,IV,Palearctic,1~10,2AC~3M,2AC~3P,1RC~3M,1RC~3P
29827,IV,Palearctic,100~1000,2AC~3M,2AC~3P,2RC~3M,2RC~3P
68632,Ib,Palearctic,100~1000,2AC~3M,2AC~3P,2RC~3M,2RC~3P
555574813,IV,Palearctic,1~10,1AC~3M,1AC~3P,1RC~3M,1RC~3P
555574769,IV,Palearctic,1~10,2AC~3M,2AC~3P,1RC~3M,1RC~3P
555575464,V,Palearctic,30~40,2AC~3M,2AC~3P,1RC~3M,1RC~3P
555575455,V,Palearctic,100~1000,3AC~3M,3AC~3P,2RC~3M,2RC~3P
101908,VI,Palearctic,1000~10000,2AC~3M,2AC~3P,2RC~3M,2RC~3P
555594022,IV,Indomalaya,1~10,2AC~3M,2AC~3P,3RC~3M,3RC~3P
555594039,IV,Indomalaya,1~10,2AC~3M,2AC~3P,3RC~3M,3RC~3P
1991,II,Afrotropic,>10000,3AC~3M,3AC~3P,2RC~3M,2RC~3P
652,II,Afrotropic,100~1000,3AC~3M,3AC~3P,2RC~3M,2RC~3P
555593997,IV,Indomalaya,30~40,1AC~3M,1AC~3P,2RC~3M,2RC~3P
555575094,IV,Indomalaya,1~10,2AC~3M,2AC~3P,1RC~3M,1RC~3P
555575009,IV,Indomalaya,1~10,2AC~3M,2AC~3P,1RC~3M,1RC~3P
1770,II,Palearctic,20~30,3AC~3M,3AC~3P,2RC~3M,2RC~3P
555622587,VI,0,<1,1AC~3M,1AC~3P,1RC~3M,1RC~3P
7209,No Category,Indomalaya,50~100,3AC~3M,3AC~3P,2RC~3M,2RC~3P
555593996,IV,Indomalaya,100~1000,1AC~3M,1AC~3P,1RC~3M,1RC~3P
555587074,VI,Neotropic,100~1000,3AC~3M,3AC~3P,1RC~3M,1RC~3P
33957,No Category,Neotropic,100~1000,3AC~3M,3AC~3P,2RC~3M,2RC~3P
555574180,IV,0,1~10,1AC~3M,1AC~3P,3RC~3M,3RC~3P
306405,No Category,Indomalaya,100~1000,3AC~3M,3AC~3P,3RC~3M,3RC~3P
303086,No Category,Indomalaya,50~100,3AC~3M,3AC~3P,2RC~3M,2RC~3P
8883,IV,Australasia,100~1000,1AC~3M,1AC~3P,1RC~3M,1RC~3P
310978,III,Australasia,1~10,2AC~3M,2AC~3P,3RC~3M,3RC~3P
1271,III,Indomalaya,30~40,3AC~3M,3AC~3P,3RC~3M,3RC~3P
555623805,No Category,Afrotropic,100~1000,3AC~3M,3AC~3P,3RC~3M,3RC~3P
4674,II,Indomalaya,50~100,3AC~3M,3AC~3P,2RC~3M,2RC~3P
301506,No Category,Afrotropic,1000~10000,3AC~3M,3AC~3P,3RC~3M,3RC~3P
301525,No Category,Afrotropic,1000~10000,3AC~3M,3AC~3P,3RC~3M,3RC~3P
555512066,VI,Afrotropic,1000~10000,3AC~3M,3AC~3P,3RC~3M,3RC~3P
11652,IV,Afrotropic,1000~10000,3AC~3M,3AC~3P,1RC~3M,1RC~3P
555705229,VI,Neotropic,100~1000,2AC~3M,2AC~3P,2RC~3M,2RC~3P
20037,No Category,Neotropic,1000~10000,3AC~3M,3AC~3P,3RC~3M,3RC~3P
167090,IV,Palearctic,100~1000,3AC~3M,3AC~3P,2RC~3M,2RC~3P
555703556,IV,Palearctic,100~1000,2AC~3M,2AC~3P,2RC~3M,2RC~3P
313200,IV,Palearctic,100~1000,3AC~3M,3AC~3P,2RC~3M,2RC~3P
1764,Ia,Palearctic,100~1000,3AC~3M,3AC~3P,2RC~3M,2RC~3P
342672,No Category,Afrotropic,100~1000,1AC~3M,1AC~3P,2RC~3M,2RC~3P
11813,IV,Indomalaya,100~1000,3AC~3M,3AC~3P,2RC~3M,2RC~3P
555575473,V,Palearctic,100~1000,3AC~3M,3AC~3P,1RC~3M,1RC~3P
6762,No Category,Indomalaya,50~100,3AC~3M,3AC~3P,2RC~3M,2RC~3P
32811,No Category,Afrotropic,100~1000,3AC~3M,3AC~3P,2RC~3M,2RC~3P
31595,No Category,Afrotropic,100~1000,3AC~3M,3AC~3P,3RC~3M,3RC~3P
17922,V,Indomalaya,10~20,3AC~3M,3AC~3P,3RC~3M,3RC~3P
5164,IV,Afrotropic,>10000,3AC~3M,3AC~3P,3RC~3M,3RC~3P
101133,VI,Neotropic,1000~10000,3AC~3M,3AC~3P,1RC~3M,1RC~3P
1048,II,Afrotropic,1000~10000,3AC~3M,3AC~3P,3RC~3M,3RC~3P
342656,No Category,Afrotropic,50~100,3AC~3M,3AC~3P,3RC~3M,3RC~3P
930,II,Indomalaya,100~1000,3AC~3M,3AC~3P,2RC~3M,2RC~3P
6717,No Category,Indomalaya,100~1000,3AC~3M,3AC~3P,3RC~3M,3RC~3P
555703855,IV,Afrotropic,20~30,3AC~3M,3AC~3P,3RC~3M,3RC~3P
2308,II,Afrotropic,100~1000,3AC~3M,3AC~3P,2RC~3M,2RC~3P
13764,VI,Afrotropic,1000~10000,3AC~3M,3AC~3P,2RC~3M,2RC~3P
555705203,II,Afrotropic,1000~10000,3AC~3M,3AC~3P,2RC~3M,2RC~3P
303887,No Category,Neotropic,1000~10000,3AC~3M,3AC~3P,3RC~3M,3RC~3P
27876,Ib,Indomalaya,1~10,1AC~3M,1AC~3P,3RC~3M,3RC~3P
198432,IV,Australasia,100~1000,3AC~3M,3AC~3P,3RC~3M,3RC~3P
8846,IV,Australasia,100~1000,3AC~3M,3AC~3P,3RC~3M,3RC~3P
8011,IV,Indomalaya,100~1000,3AC~3M,3AC~3P,2RC~3M,2RC~3P
1444,III,Afrotropic,100~1000,3AC~3M,3AC~3P,3RC~3M,3RC~3P
555575462,V,Palearctic,1~10,1AC~3M,1AC~3P,1RC~3M,1RC~3P
555575096,IV,Palearctic,10~20,1AC~3M,1AC~3P,1RC~3M,1RC~3P
736,V,Palearctic,100~1000,3AC~3M,3AC~3P,1RC~3M,1RC~3P
555574931,IV,Palearctic,1~10,2AC~3M,2AC~3P,1RC~3M,1RC~3P
555575131,IV,Palearctic,10~20,2AC~3M,2AC~3P,2RC~3M,2RC~3P
555574590,IV,Palearctic,1~10,3AC~3M,3AC~3P,2RC~3M,2RC~3P
555575023,IV,Palearctic,1~10,2AC~3M,2AC~3P,2RC~3M,2RC~3P
555574972,IV,Palearctic,1~10,1AC~3M,1AC~3P,2RC~3M,2RC~3P
306541,No Category,Indomalaya,100~1000,2AC~3M,2AC~3P,3RC~3M,3RC~3P
13686,No Category,Indomalaya,1~10,3AC~3M,3AC~3P,1RC~3M,1RC~3P
12201,II,Afrotropic,1000~10000,3AC~3M,3AC~3P,2RC~3M,2RC~3P
12422,III,Neotropic,20~30,2AC~3M,2AC~3P,1RC~3M,1RC~3P
555511999,Ia,Australasia,<1,1AC~3M,1AC~3P,3RC~3M,3RC~3P
31258,Ia,Indomalaya,100~1000,2AC~3M,2AC~3P,3RC~3M,3RC~3P
555542927,No Category,Afrotropic,1000~10000,3AC~3M,3AC~3P,2RC~3M,2RC~3P
555703850,IV,Afrotropic,1~10,2AC~3M,2AC~3P,3RC~3M,3RC~3P
312947,II,Indomalaya,100~1000,3AC~3M,3AC~3P,3RC~3M,3RC~3P
303061,No Category,Indomalaya,100~1000,3AC~3M,3AC~3P,3RC~3M,3RC~3P
555623781,No Category,Afrotropic,1000~10000,3AC~3M,3AC~3P,3RC~3M,3RC~3P
555623806,No Category,Afrotropic,1000~10000,3AC~3M,3AC~3P,3RC~3M,3RC~3P
555705220,VI,Neotropic,100~1000,3AC~3M,3AC~3P,2RC~3M,2RC~3P
555587220,No Category,Indomalaya,50~100,2AC~3M,2AC~3P,3RC~3M,3RC~3P
1408,Ia,Indomalaya,1000~10000,3AC~3M,3AC~3P,2RC~3M,2RC~3P
929,II,Indomalaya,1000~10000,3AC~3M,3AC~3P,2RC~3M,2RC~3P
710,II,Palearctic,100~1000,3AC~3M,3AC~3P,3RC~3M,3RC~3P
555703552,IV,Palearctic,1000~10000,3AC~3M,3AC~3P,2RC~3M,2RC~3P
143048,Ib,Indomalaya,1~10,2AC~3M,2AC~3P,2RC~3M,2RC~3P
39518,II,Indomalaya,100~1000,3AC~3M,3AC~3P,2RC~3M,2RC~3P
844,No Category,Indomalaya,50~100,2AC~3M,2AC~3P,1RC~3M,1RC~3P
29117,No Category,Afrotropic,100~1000,3AC~3M,3AC~3P,2RC~3M,2RC~3P
312946,II,Indomalaya,100~1000,3AC~3M,3AC~3P,2RC~3M,2RC~3P
303090,V,Indomalaya,100~1000,3AC~3M,3AC~3P,3RC~3M,3RC~3P
61042,IV,Neotropic,100~1000,2AC~3M,2AC~3P,2RC~3M,2RC~3P
61044,IV,Neotropic,100~1000,3AC~3M,3AC~3P,3RC~3M,3RC~3P
220,II,Neotropic,50~100,3AC~3M,3AC~3P,3RC~3M,3RC~3P
6698,IV,Indomalaya,1~10,2AC~3M,2AC~3P,1RC~3M,1RC~3P
17717,No Category,Indomalaya,1~10,2AC~3M,2AC~3P,1RC~3M,1RC~3P
20041,No Category,Neotropic,1000~10000,3AC~3M,3AC~3P,2RC~3M,2RC~3P
555583103,No Category,Indomalaya,1000~10000,3AC~3M,3AC~3P,1RC~3M,1RC~3P
306481,No Category,Indomalaya,50~100,2AC~3M,2AC~3P,1RC~3M,1RC~3P
6786,No Category,Palearctic,100~1000,3AC~3M,3AC~3P,2RC~3M,2RC~3P
6710,IV,Indomalaya,1~10,2AC~3M,2AC~3P,1RC~3M,1RC~3P
6709,IV,Indomalaya,<1,2AC~3M,2AC~3P,2RC~3M,2RC~3P
8589,III,Indomalaya,<1,1AC~3M,1AC~3P,2RC~3M,2RC~3P
6740,IV,Palearctic,100~1000,3AC~3M,3AC~3P,2RC~3M,2RC~3P
7437,IV,Afrotropic,100~1000,3AC~3M,3AC~3P,2RC~3M,2RC~3P
67733,No Category,Palearctic,100~1000,2AC~3M,2AC~3P,2RC~3M,2RC~3P
3226,IV,Afrotropic,100~1000,3AC~3M,3AC~3P,3RC~3M,3RC~3P
62632,IV,Australasia,100~1000,3AC~3M,3AC~3P,3RC~3M,3RC~3P
301404,No Category,Afrotropic,50~100,3AC~3M,3AC~3P,2RC~3M,2RC~3P
30048,V,Afrotropic,100~1000,1AC~3M,1AC~3P,2RC~3M,2RC~3P
306383,Ib,Indomalaya,100~1000,3AC~3M,3AC~3P,2RC~3M,2RC~3P
27923,Ib,Indomalaya,1~10,1AC~3M,1AC~3P,3RC~3M,3RC~3P
