WDPA_PID,IUCN9,Realm,GIS-Area_Category,Acrop-aMER,Acrop-aPTS,Rcrop-aMER,Rcrop-aPTS
301379,No Category,Afrotropic,1000~10000,3AC~3M,3AC~3P,3RC~3M,3RC~3P
12034,IV,Palearctic,100~1000,3AC~3M,3AC~3P,3RC~3M,3RC~3P
555563499,No Category,Afrotropic,100~1000,1AC~3M,1AC~3P,2RC~3M,2RC~3P
555623816,No Category,Afrotropic,1000~10000,2AC~3M,2AC~3P,3RC~3M,3RC~3P
40052,No Category,Afrotropic,50~100,2AC~3M,2AC~3P,1RC~3M,1RC~3P
555570945,No Category,Afrotropic,10~20,3AC~3M,3AC~3P,2RC~3M,2RC~3P
2299,II,Afrotropic,100~1000,3AC~3M,3AC~3P,3RC~3M,3RC~3P
555563825,No Category,Afrotropic,40~50,3AC~3M,3AC~3P,3RC~3M,3RC~3P
7458,II,Afrotropic,100~1000,2AC~3M,2AC~3P,2RC~3M,2RC~3P
555563830,No Category,Afrotropic,10~20,3AC~3M,3AC~3P,2RC~3M,2RC~3P
2253,VI,Afrotropic,1000~10000,3AC~3M,3AC~3P,3RC~3M,3RC~3P
2254,VI,Afrotropic,1000~10000,3AC~3M,3AC~3P,3RC~3M,3RC~3P
40069,No Category,Afrotropic,1~10,3AC~3M,3AC~3P,3RC~3M,3RC~3P
40011,No Category,Afrotropic,<1,2AC~3M,2AC~3P,3RC~3M,3RC~3P
555715061,II,Indomalaya,100~1000,3AC~3M,3AC~3P,3RC~3M,3RC~3P
555563583,No Category,Afrotropic,20~30,3AC~3M,3AC~3P,2RC~3M,2RC~3P
555575197,V,Palearctic,100~1000,2AC~3M,2AC~3P,2RC~3M,2RC~3P
555575198,V,Palearctic,100~1000,3AC~3M,3AC~3P,2RC~3M,2RC~3P
555571830,IV,Palearctic,1~10,3AC~3M,3AC~3P,3RC~3M,3RC~3P
555624094,No Category,Afrotropic,50~100,3AC~3M,3AC~3P,3RC~3M,3RC~3P
9109,No Category,Afrotropic,10~20,2AC~3M,2AC~3P,3RC~3M,3RC~3P
26035,No Category,Afrotropic,1~10,2AC~3M,2AC~3P,3RC~3M,3RC~3P
300393,No Category,Afrotropic,30~40,2AC~3M,2AC~3P,3RC~3M,3RC~3P
40566,No Category,Afrotropic,<1,2AC~3M,2AC~3P,2RC~3M,2RC~3P
40600,No Category,Afrotropic,50~100,3AC~3M,3AC~3P,2RC~3M,2RC~3P
555512065,No Category,Afrotropic,1000~10000,3AC~3M,3AC~3P,3RC~3M,3RC~3P
2252,VI,Afrotropic,1000~10000,3AC~3M,3AC~3P,2RC~3M,2RC~3P
868,II,Afrotropic,50~100,2AC~3M,2AC~3P,3RC~3M,3RC~3P
555571592,IV,Palearctic,30~40,1AC~3M,1AC~3P,1RC~3M,1RC~3P
555574760,IV,Palearctic,30~40,2AC~3M,2AC~3P,1RC~3M,1RC~3P
555574754,IV,Palearctic,10~20,2AC~3M,2AC~3P,2RC~3M,2RC~3P
555574815,IV,Palearctic,1~10,2AC~3M,2AC~3P,2RC~3M,2RC~3P
555571617,IV,Palearctic,1~10,1AC~3M,1AC~3P,2RC~3M,2RC~3P
167124,Ia,Palearctic,100~1000,3AC~3M,3AC~3P,3RC~3M,3RC~3P
555623822,No Category,Afrotropic,100~1000,3AC~3M,3AC~3P,3RC~3M,3RC~3P
6742,IV,Palearctic,1000~10000,3AC~3M,3AC~3P,3RC~3M,3RC~3P
145530,No Category,Neotropic,100~1000,3AC~3M,3AC~3P,3RC~3M,3RC~3P
102717,III,Neotropic,100~1000,3AC~3M,3AC~3P,3RC~3M,3RC~3P
315408,No Category,Afrotropic,100~1000,2AC~3M,2AC~3P,3RC~3M,3RC~3P
167071,Ia,Palearctic,100~1000,3AC~3M,3AC~3P,3RC~3M,3RC~3P
17102,V,Palearctic,100~1000,3AC~3M,3AC~3P,1RC~3M,1RC~3P
17157,No Category,Palearctic,1000~10000,3AC~3M,3AC~3P,2RC~3M,2RC~3P
17128,IV,Palearctic,1000~10000,3AC~3M,3AC~3P,3RC~3M,3RC~3P
352623,No Category,Afrotropic,100~1000,3AC~3M,3AC~3P,3RC~3M,3RC~3P
555703781,IV,Afrotropic,20~30,3AC~3M,3AC~3P,3RC~3M,3RC~3P
33976,No Category,Neotropic,1000~10000,3AC~3M,3AC~3P,3RC~3M,3RC~3P
600,Ib,Afrotropic,>10000,2AC~3M,2AC~3P,1RC~3M,1RC~3P
555623823,No Category,Afrotropic,1000~10000,3AC~3M,3AC~3P,3RC~3M,3RC~3P
2074,No Category,Palearctic,1000~10000,3AC~3M,3AC~3P,2RC~3M,2RC~3P
301498,No Category,Afrotropic,1000~10000,3AC~3M,3AC~3P,3RC~3M,3RC~3P
555623807,No Category,Afrotropic,1000~10000,3AC~3M,3AC~3P,3RC~3M,3RC~3P
555623803,No Category,Afrotropic,1000~10000,3AC~3M,3AC~3P,3RC~3M,3RC~3P
555646867,VI,Afrotropic,100~1000,3AC~3M,3AC~3P,3RC~3M,3RC~3P
6799,No Category,Palearctic,100~1000,3AC~3M,3AC~3P,1RC~3M,1RC~3P
6756,No Category,Palearctic,50~100,3AC~3M,3AC~3P,1RC~3M,1RC~3P
40361,No Category,Afrotropic,<1,2AC~3M,2AC~3P,2RC~3M,2RC~3P
10751,IV,Afrotropic,1~10,3AC~3M,3AC~3P,2RC~3M,2RC~3P
352128,V,Neotropic,20~30,2AC~3M,2AC~3P,2RC~3M,2RC~3P
19450,II,Neotropic,30~40,2AC~3M,2AC~3P,3RC~3M,3RC~3P
29337,No Category,Afrotropic,30~40,3AC~3M,3AC~3P,3RC~3M,3RC~3P
2347,II,Afrotropic,50~100,2AC~3M,2AC~3P,2RC~3M,2RC~3P
301497,No Category,Afrotropic,100~1000,3AC~3M,3AC~3P,2RC~3M,2RC~3P
555623847,No Category,Afrotropic,50~100,3AC~3M,3AC~3P,3RC~3M,3RC~3P
555623832,No Category,Afrotropic,100~1000,3AC~3M,3AC~3P,3RC~3M,3RC~3P
555623819,No Category,Afrotropic,1000~10000,3AC~3M,3AC~3P,3RC~3M,3RC~3P
555542918,No Category,Afrotropic,100~1000,3AC~3M,3AC~3P,1RC~3M,1RC~3P
555542920,No Category,Afrotropic,100~1000,3AC~3M,3AC~3P,1RC~3M,1RC~3P
555707391,IV,Palearctic,100~1000,3AC~3M,3AC~3P,3RC~3M,3RC~3P
555624103,No Category,Afrotropic,1~10,2AC~3M,2AC~3P,2RC~3M,2RC~3P
32781,VI,Afrotropic,1000~10000,3AC~3M,3AC~3P,3RC~3M,3RC~3P
17158,No Category,Palearctic,100~1000,3AC~3M,3AC~3P,3RC~3M,3RC~3P
33965,No Category,Neotropic,>10000,3AC~3M,3AC~3P,2RC~3M,2RC~3P
145503,No Category,Palearctic,100~1000,2AC~3M,2AC~3P,2RC~3M,2RC~3P
40224,No Category,Afrotropic,30~40,3AC~3M,3AC~3P,3RC~3M,3RC~3P
40214,No Category,Afrotropic,20~30,3AC~3M,3AC~3P,3RC~3M,3RC~3P
7673,No Category,Afrotropic,1~10,3AC~3M,3AC~3P,2RC~3M,2RC~3P
7670,No Category,Afrotropic,1~10,3AC~3M,3AC~3P,3RC~3M,3RC~3P
555624117,No Category,Afrotropic,1~10,3AC~3M,3AC~3P,3RC~3M,3RC~3P
40275,No Category,Afrotropic,1~10,3AC~3M,3AC~3P,2RC~3M,2RC~3P
555574371,IV,Palearctic,1~10,1AC~3M,1AC~3P,1RC~3M,1RC~3P
555574835,IV,Palearctic,1~10,1AC~3M,1AC~3P,1RC~3M,1RC~3P
555574887,IV,Palearctic,1~10,1AC~3M,1AC~3P,1RC~3M,1RC~3P
555575480,V,Palearctic,50~100,2AC~3M,2AC~3P,1RC~3M,1RC~3P
555574805,IV,Palearctic,10~20,2AC~3M,2AC~3P,1RC~3M,1RC~3P
555574883,IV,Palearctic,1~10,2AC~3M,2AC~3P,2RC~3M,2RC~3P
555574743,IV,Palearctic,10~20,2AC~3M,2AC~3P,2RC~3M,2RC~3P
555574866,IV,Palearctic,1~10,2AC~3M,2AC~3P,2RC~3M,2RC~3P
555574868,IV,Palearctic,40~50,3AC~3M,3AC~3P,3RC~3M,3RC~3P
19384,IV,Neotropic,20~30,2AC~3M,2AC~3P,2RC~3M,2RC~3P
29835,IV,Palearctic,10~20,2AC~3M,2AC~3P,3RC~3M,3RC~3P
6808,VI,Palearctic,50~100,2AC~3M,2AC~3P,3RC~3M,3RC~3P
354973,III,Australasia,20~30,1AC~3M,1AC~3P,1RC~3M,1RC~3P
40459,No Category,Afrotropic,<1,2AC~3M,2AC~3P,1RC~3M,1RC~3P
355359,III,Australasia,1~10,1AC~3M,1AC~3P,2RC~3M,2RC~3P
6767,No Category,Indomalaya,1~10,3AC~3M,3AC~3P,1RC~3M,1RC~3P
33955,No Category,Neotropic,20~30,1AC~3M,1AC~3P,3RC~3M,3RC~3P
9034,IV,Afrotropic,1000~10000,3AC~3M,3AC~3P,2RC~3M,2RC~3P
555555549,No Category,Afrotropic,100~1000,2AC~3M,2AC~3P,2RC~3M,2RC~3P
555563988,No Category,Afrotropic,50~100,3AC~3M,3AC~3P,3RC~3M,3RC~3P
555623801,No Category,Afrotropic,1000~10000,1AC~3M,1AC~3P,2RC~3M,2RC~3P
30659,VI,Neotropic,>10000,3AC~3M,3AC~3P,3RC~3M,3RC~3P
27551,Ib,Indomalaya,<1,2AC~3M,2AC~3P,3RC~3M,3RC~3P
1899,II,Indomalaya,>10000,2AC~3M,2AC~3P,2RC~3M,2RC~3P
555624115,No Category,Afrotropic,50~100,3AC~3M,3AC~3P,3RC~3M,3RC~3P
555563653,No Category,Afrotropic,1~10,1AC~3M,1AC~3P,1RC~3M,1RC~3P
555563883,No Category,Afrotropic,10~20,3AC~3M,3AC~3P,3RC~3M,3RC~3P
312991,II,Indomalaya,100~1000,3AC~3M,3AC~3P,3RC~3M,3RC~3P
32879,No Category,Afrotropic,100~1000,3AC~3M,3AC~3P,3RC~3M,3RC~3P
555703824,IV,Afrotropic,100~1000,1AC~3M,1AC~3P,1RC~3M,1RC~3P
352616,No Category,Afrotropic,1000~10000,3AC~3M,3AC~3P,3RC~3M,3RC~3P
555564016,No Category,Afrotropic,1~10,2AC~3M,2AC~3P,2RC~3M,2RC~3P
10738,VI,Afrotropic,1000~10000,3AC~3M,3AC~3P,3RC~3M,3RC~3P
555623833,No Category,Afrotropic,1000~10000,3AC~3M,3AC~3P,3RC~3M,3RC~3P
555623826,No Category,Afrotropic,1000~10000,3AC~3M,3AC~3P,3RC~3M,3RC~3P
555624060,No Category,Afrotropic,100~1000,3AC~3M,3AC~3P,3RC~3M,3RC~3P
303346,No Category,Afrotropic,100~1000,3AC~3M,3AC~3P,3RC~3M,3RC~3P
40048,No Category,Afrotropic,10~20,3AC~3M,3AC~3P,3RC~3M,3RC~3P
7633,No Category,Afrotropic,20~30,3AC~3M,3AC~3P,1RC~3M,1RC~3P
303432,No Category,Afrotropic,<1,1AC~3M,1AC~3P,1RC~3M,1RC~3P
20331,VI,Afrotropic,100~1000,3AC~3M,3AC~3P,2RC~3M,2RC~3P
61609,No Category,Afrotropic,100~1000,3AC~3M,3AC~3P,1RC~3M,1RC~3P
18437,II,Afrotropic,100~1000,3AC~3M,3AC~3P,1RC~3M,1RC~3P
19297,II,Afrotropic,1000~10000,3AC~3M,3AC~3P,3RC~3M,3RC~3P
18445,II,Indomalaya,1000~10000,3AC~3M,3AC~3P,2RC~3M,2RC~3P
61537,IV,Indomalaya,50~100,3AC~3M,3AC~3P,2RC~3M,2RC~3P
41080,No Category,Neotropic,100~1000,3AC~3M,3AC~3P,2RC~3M,2RC~3P
17129,IV,Palearctic,1000~10000,3AC~3M,3AC~3P,2RC~3M,2RC~3P
2073,No Category,Palearctic,1000~10000,3AC~3M,3AC~3P,2RC~3M,2RC~3P
167116,IV,Palearctic,100~1000,3AC~3M,3AC~3P,3RC~3M,3RC~3P
12649,II,0,100~1000,3AC~3M,3AC~3P,2RC~3M,2RC~3P
12661,IV,Neotropic,100~1000,3AC~3M,3AC~3P,3RC~3M,3RC~3P
20354,No Category,Afrotropic,1000~10000,3AC~3M,3AC~3P,2RC~3M,2RC~3P
301430,No Category,Afrotropic,100~1000,3AC~3M,3AC~3P,3RC~3M,3RC~3P
555555481,No Category,Afrotropic,20~30,3AC~3M,3AC~3P,2RC~3M,2RC~3P
555720413,No Category,Palearctic,100~1000,1AC~3M,1AC~3P,1RC~3M,1RC~3P
303505,No Category,Afrotropic,1~10,2AC~3M,2AC~3P,3RC~3M,3RC~3P
17814,VI,Palearctic,>10000,3AC~3M,3AC~3P,1RC~3M,1RC~3P
102217,IV,Neotropic,50~100,3AC~3M,3AC~3P,2RC~3M,2RC~3P
555570224,No Category,Afrotropic,30~40,2AC~3M,2AC~3P,3RC~3M,3RC~3P
6699,IV,Palearctic,100~1000,3AC~3M,3AC~3P,3RC~3M,3RC~3P
11949,Ia,Palearctic,>10000,3AC~3M,3AC~3P,3RC~3M,3RC~3P
555624062,No Category,Afrotropic,50~100,3AC~3M,3AC~3P,2RC~3M,2RC~3P
6776,No Category,Indomalaya,>10000,3AC~3M,3AC~3P,2RC~3M,2RC~3P
32455,No Category,Afrotropic,40~50,2AC~3M,2AC~3P,3RC~3M,3RC~3P
303544,No Category,Afrotropic,100~1000,3AC~3M,3AC~3P,3RC~3M,3RC~3P
934,II,Indomalaya,100~1000,3AC~3M,3AC~3P,2RC~3M,2RC~3P
2278,II,Afrotropic,100~1000,3AC~3M,3AC~3P,2RC~3M,2RC~3P
1671,Ia,Palearctic,1000~10000,3AC~3M,3AC~3P,2RC~3M,2RC~3P
2331,IV,Afrotropic,100~1000,3AC~3M,3AC~3P,2RC~3M,2RC~3P
40223,No Category,Afrotropic,100~1000,3AC~3M,3AC~3P,2RC~3M,2RC~3P
40184,No Category,Afrotropic,20~30,3AC~3M,3AC~3P,3RC~3M,3RC~3P
2419,II,Afrotropic,1000~10000,3AC~3M,3AC~3P,3RC~3M,3RC~3P
313296,V,Palearctic,100~1000,3AC~3M,3AC~3P,1RC~3M,1RC~3P
3255,V,Palearctic,100~1000,2AC~3M,2AC~3P,1RC~3M,1RC~3P
29119,No Category,Afrotropic,1000~10000,3AC~3M,3AC~3P,2RC~3M,2RC~3P
555623785,No Category,Afrotropic,1000~10000,3AC~3M,3AC~3P,2RC~3M,2RC~3P
6731,IV,Indomalaya,20~30,2AC~3M,2AC~3P,2RC~3M,2RC~3P
29409,No Category,Afrotropic,100~1000,3AC~3M,3AC~3P,1RC~3M,1RC~3P
29406,No Category,Afrotropic,50~100,2AC~3M,2AC~3P,3RC~3M,3RC~3P
956,II,Afrotropic,1000~10000,3AC~3M,3AC~3P,3RC~3M,3RC~3P
1446,III,Afrotropic,100~1000,3AC~3M,3AC~3P,3RC~3M,3RC~3P
62221,VI,Afrotropic,100~1000,3AC~3M,3AC~3P,3RC~3M,3RC~3P
555555502,No Category,Afrotropic,100~1000,3AC~3M,3AC~3P,3RC~3M,3RC~3P
555571853,IV,Palearctic,1~10,1AC~3M,1AC~3P,1RC~3M,1RC~3P
555571815,IV,Palearctic,100~1000,2AC~3M,2AC~3P,1RC~3M,1RC~3P
555571693,IV,Palearctic,1~10,1AC~3M,1AC~3P,1RC~3M,1RC~3P
555571549,IV,Palearctic,<1,1AC~3M,1AC~3P,1RC~3M,1RC~3P
306563,Ib,Palearctic,1000~10000,3AC~3M,3AC~3P,2RC~3M,2RC~3P
555571673,IV,Palearctic,1~10,2AC~3M,2AC~3P,2RC~3M,2RC~3P
555571664,IV,Palearctic,1~10,2AC~3M,2AC~3P,3RC~3M,3RC~3P
17029,IV,Palearctic,20~30,3AC~3M,3AC~3P,3RC~3M,3RC~3P
17076,IV,Palearctic,1~10,2AC~3M,2AC~3P,3RC~3M,3RC~3P
17028,IV,Palearctic,30~40,2AC~3M,2AC~3P,3RC~3M,3RC~3P
555571510,IV,Palearctic,1~10,2AC~3M,2AC~3P,3RC~3M,3RC~3P
555571581,IV,Palearctic,<1,1AC~3M,1AC~3P,3RC~3M,3RC~3P
555623849,No Category,Afrotropic,50~100,3AC~3M,3AC~3P,3RC~3M,3RC~3P
555624116,No Category,Afrotropic,10~20,3AC~3M,3AC~3P,2RC~3M,2RC~3P
3051,No Category,Afrotropic,1000~10000,3AC~3M,3AC~3P,3RC~3M,3RC~3P
957,II,Afrotropic,1000~10000,3AC~3M,3AC~3P,3RC~3M,3RC~3P
555563493,No Category,Afrotropic,100~1000,2AC~3M,2AC~3P,2RC~3M,2RC~3P
317251,II,Indomalaya,50~100,3AC~3M,3AC~3P,3RC~3M,3RC~3P
312931,II,Indomalaya,100~1000,3AC~3M,3AC~3P,3RC~3M,3RC~3P
653,II,Afrotropic,100~1000,3AC~3M,3AC~3P,2RC~3M,2RC~3P
39991,No Category,Afrotropic,1~10,3AC~3M,3AC~3P,3RC~3M,3RC~3P
39999,No Category,Afrotropic,1~10,3AC~3M,3AC~3P,3RC~3M,3RC~3P
317282,No Category,Afrotropic,100~1000,3AC~3M,3AC~3P,3RC~3M,3RC~3P
555574091,IV,Palearctic,1~10,1AC~3M,1AC~3P,1RC~3M,1RC~3P
6683,V,Palearctic,100~1000,3AC~3M,3AC~3P,1RC~3M,1RC~3P
6806,No Category,Palearctic,30~40,2AC~3M,2AC~3P,2RC~3M,2RC~3P
67858,No Category,Palearctic,1000~10000,3AC~3M,3AC~3P,2RC~3M,2RC~3P
20091,VI,Neotropic,1000~10000,3AC~3M,3AC~3P,2RC~3M,2RC~3P
15498,IV,Palearctic,100~1000,3AC~3M,3AC~3P,2RC~3M,2RC~3P
6761,No Category,Indomalaya,50~100,3AC~3M,3AC~3P,1RC~3M,1RC~3P
27670,Ib,Indomalaya,1~10,2AC~3M,2AC~3P,3RC~3M,3RC~3P
6824,No Category,Palearctic,100~1000,1AC~3M,1AC~3P,1RC~3M,1RC~3P
26087,II,Indomalaya,50~100,3AC~3M,3AC~3P,2RC~3M,2RC~3P
306483,No Category,Indomalaya,30~40,3AC~3M,3AC~3P,3RC~3M,3RC~3P
555563899,No Category,Afrotropic,10~20,3AC~3M,3AC~3P,2RC~3M,2RC~3P
7457,II,Afrotropic,100~1000,3AC~3M,3AC~3P,3RC~3M,3RC~3P
2529,VI,Afrotropic,1000~10000,3AC~3M,3AC~3P,3RC~3M,3RC~3P
1083,II,Afrotropic,1000~10000,1AC~3M,1AC~3P,2RC~3M,2RC~3P
555623782,No Category,Afrotropic,1000~10000,3AC~3M,3AC~3P,3RC~3M,3RC~3P
555624059,No Category,Afrotropic,100~1000,3AC~3M,3AC~3P,3RC~3M,3RC~3P
315238,No Category,Afrotropic,<1,1AC~3M,1AC~3P,2RC~3M,2RC~3P
40006,No Category,Afrotropic,30~40,3AC~3M,3AC~3P,3RC~3M,3RC~3P
1369,VI,Afrotropic,1000~10000,3AC~3M,3AC~3P,2RC~3M,2RC~3P
40707,No Category,Afrotropic,50~100,3AC~3M,3AC~3P,3RC~3M,3RC~3P
8010,IV,Indomalaya,100~1000,3AC~3M,3AC~3P,2RC~3M,2RC~3P
18465,II,Indomalaya,100~1000,3AC~3M,3AC~3P,3RC~3M,3RC~3P
555574957,IV,Palearctic,1~10,2AC~3M,2AC~3P,1RC~3M,1RC~3P
555575485,V,Palearctic,1~10,2AC~3M,2AC~3P,1RC~3M,1RC~3P
555574955,IV,Palearctic,1~10,2AC~3M,2AC~3P,1RC~3M,1RC~3P
555574933,IV,Palearctic,1~10,2AC~3M,2AC~3P,1RC~3M,1RC~3P
555574952,IV,Palearctic,1~10,3AC~3M,3AC~3P,2RC~3M,2RC~3P
555575484,V,Palearctic,100~1000,3AC~3M,3AC~3P,2RC~3M,2RC~3P
555574959,IV,Palearctic,1~10,3AC~3M,3AC~3P,2RC~3M,2RC~3P
11873,Ia,Australasia,1000~10000,3AC~3M,3AC~3P,3RC~3M,3RC~3P
3271,V,Palearctic,100~1000,2AC~3M,2AC~3P,3RC~3M,3RC~3P
555574984,IV,Palearctic,1~10,2AC~3M,2AC~3P,1RC~3M,1RC~3P
555624827,VI,Palearctic,1000~10000,2AC~3M,2AC~3P,3RC~3M,3RC~3P
8103,IV,Australasia,1000~10000,2AC~3M,2AC~3P,3RC~3M,3RC~3P
2527,VI,Afrotropic,1000~10000,3AC~3M,3AC~3P,3RC~3M,3RC~3P
20357,No Category,Afrotropic,100~1000,3AC~3M,3AC~3P,2RC~3M,2RC~3P
555587076,III,Neotropic,100~1000,1AC~3M,1AC~3P,1RC~3M,1RC~3P
555570277,No Category,Afrotropic,1~10,1AC~3M,1AC~3P,2RC~3M,2RC~3P
933,II,Indomalaya,100~1000,3AC~3M,3AC~3P,2RC~3M,2RC~3P
555570939,No Category,Afrotropic,10~20,3AC~3M,3AC~3P,2RC~3M,2RC~3P
308691,No Category,Afrotropic,100~1000,2AC~3M,2AC~3P,3RC~3M,3RC~3P
6809,VI,Palearctic,100~1000,2AC~3M,2AC~3P,3RC~3M,3RC~3P
352615,No Category,Afrotropic,50~100,3AC~3M,3AC~3P,2RC~3M,2RC~3P
167117,IV,Palearctic,50~100,3AC~3M,3AC~3P,2RC~3M,2RC~3P
1438,III,Afrotropic,100~1000,3AC~3M,3AC~3P,3RC~3M,3RC~3P
555563828,No Category,Afrotropic,1~10,2AC~3M,2AC~3P,3RC~3M,3RC~3P
350009,IV,Afrotropic,30~40,1AC~3M,1AC~3P,1RC~3M,1RC~3P
10114,V,Indomalaya,10~20,2AC~3M,2AC~3P,1RC~3M,1RC~3P
18447,II,Indomalaya,1000~10000,3AC~3M,3AC~3P,2RC~3M,2RC~3P
555570390,No Category,Afrotropic,50~100,1AC~3M,1AC~3P,2RC~3M,2RC~3P
9107,No Category,Afrotropic,50~100,2AC~3M,2AC~3P,1RC~3M,1RC~3P
27158,No Category,Palearctic,100~1000,3AC~3M,3AC~3P,2RC~3M,2RC~3P
555712596,IV,Palearctic,100~1000,3AC~3M,3AC~3P,3RC~3M,3RC~3P
352693,No Category,Afrotropic,1~10,2AC~3M,2AC~3P,1RC~3M,1RC~3P
67822,No Category,Afrotropic,100~1000,3AC~3M,3AC~3P,3RC~3M,3RC~3P
33964,No Category,Neotropic,100~1000,1AC~3M,1AC~3P,3RC~3M,3RC~3P
8627,III,Indomalaya,<1,1AC~3M,1AC~3P,1RC~3M,1RC~3P
924,II,Afrotropic,100~1000,3AC~3M,3AC~3P,3RC~3M,3RC~3P
301551,No Category,Afrotropic,100~1000,3AC~3M,3AC~3P,3RC~3M,3RC~3P
7468,II,Indomalaya,100~1000,2AC~3M,2AC~3P,2RC~3M,2RC~3P
61942,II,Indomalaya,100~1000,3AC~3M,3AC~3P,2RC~3M,2RC~3P
555570287,No Category,Afrotropic,30~40,2AC~3M,2AC~3P,2RC~3M,2RC~3P
555570411,No Category,Afrotropic,20~30,2AC~3M,2AC~3P,3RC~3M,3RC~3P
555570943,No Category,Afrotropic,10~20,3AC~3M,3AC~3P,3RC~3M,3RC~3P
9545,No Category,Afrotropic,>10000,3AC~3M,3AC~3P,2RC~3M,2RC~3P
5188,No Category,Afrotropic,>10000,3AC~3M,3AC~3P,2RC~3M,2RC~3P
4994,II,Indomalaya,>10000,3AC~3M,3AC~3P,3RC~3M,3RC~3P
317126,IV,Neotropic,100~1000,3AC~3M,3AC~3P,3RC~3M,3RC~3P
18446,II,Indomalaya,1000~10000,3AC~3M,3AC~3P,2RC~3M,2RC~3P
555623786,No Category,Afrotropic,1000~10000,3AC~3M,3AC~3P,2RC~3M,2RC~3P
34804,No Category,Afrotropic,100~1000,3AC~3M,3AC~3P,2RC~3M,2RC~3P
10802,VI,Neotropic,1000~10000,3AC~3M,3AC~3P,3RC~3M,3RC~3P
478536,V,Neotropic,>10000,3AC~3M,3AC~3P,3RC~3M,3RC~3P
555571313,IV,Palearctic,100~1000,3AC~3M,3AC~3P,2RC~3M,2RC~3P
555623844,No Category,Afrotropic,100~1000,3AC~3M,3AC~3P,3RC~3M,3RC~3P
555623792,No Category,Afrotropic,1000~10000,3AC~3M,3AC~3P,3RC~3M,3RC~3P
958,II,Afrotropic,1000~10000,3AC~3M,3AC~3P,2RC~3M,2RC~3P
20071,VI,Neotropic,1~10,3AC~3M,3AC~3P,3RC~3M,3RC~3P
127125,IV,Australasia,40~50,2AC~3M,2AC~3P,3RC~3M,3RC~3P
167110,IV,Palearctic,100~1000,3AC~3M,3AC~3P,3RC~3M,3RC~3P
642,II,Afrotropic,100~1000,3AC~3M,3AC~3P,1RC~3M,1RC~3P
10387,IV,Indomalaya,100~1000,3AC~3M,3AC~3P,3RC~3M,3RC~3P
1413,Ia,Indomalaya,100~1000,3AC~3M,3AC~3P,3RC~3M,3RC~3P
9801,II,Indomalaya,100~1000,3AC~3M,3AC~3P,3RC~3M,3RC~3P
303424,No Category,Afrotropic,<1,2AC~3M,2AC~3P,2RC~3M,2RC~3P
922,II,Afrotropic,1000~10000,3AC~3M,3AC~3P,1RC~3M,1RC~3P
7459,II,Afrotropic,1000~10000,2AC~3M,2AC~3P,3RC~3M,3RC~3P
301493,No Category,Afrotropic,100~1000,3AC~3M,3AC~3P,3RC~3M,3RC~3P
555574344,IV,Palearctic,30~40,2AC~3M,2AC~3P,1RC~3M,1RC~3P
555574748,IV,Palearctic,20~30,2AC~3M,2AC~3P,1RC~3M,1RC~3P
7679,No Category,Afrotropic,100~1000,3AC~3M,3AC~3P,3RC~3M,3RC~3P
555705311,IV,Palearctic,100~1000,3AC~3M,3AC~3P,3RC~3M,3RC~3P
301382,No Category,Afrotropic,30~40,3AC~3M,3AC~3P,2RC~3M,2RC~3P
9011,IV,Indomalaya,50~100,3AC~3M,3AC~3P,2RC~3M,2RC~3P
10314,Ia,Indomalaya,50~100,2AC~3M,2AC~3P,3RC~3M,3RC~3P
29116,No Category,Afrotropic,1000~10000,3AC~3M,3AC~3P,2RC~3M,2RC~3P
555697873,No Category,Afrotropic,100~1000,3AC~3M,3AC~3P,3RC~3M,3RC~3P
555571311,IV,Palearctic,100~1000,3AC~3M,3AC~3P,3RC~3M,3RC~3P
167102,Ia,Palearctic,30~40,3AC~3M,3AC~3P,3RC~3M,3RC~3P
352620,No Category,Afrotropic,10~20,2AC~3M,2AC~3P,2RC~3M,2RC~3P
352619,No Category,Afrotropic,100~1000,3AC~3M,3AC~3P,3RC~3M,3RC~3P
10644,No Category,Indomalaya,>10000,3AC~3M,3AC~3P,2RC~3M,2RC~3P
1082,II,Afrotropic,1000~10000,3AC~3M,3AC~3P,3RC~3M,3RC~3P
555563979,No Category,Afrotropic,20~30,1AC~3M,1AC~3P,2RC~3M,2RC~3P
555563891,No Category,Afrotropic,1~10,3AC~3M,3AC~3P,3RC~3M,3RC~3P
555563636,No Category,Afrotropic,20~30,2AC~3M,2AC~3P,2RC~3M,2RC~3P
300280,IV,Afrotropic,100~1000,3AC~3M,3AC~3P,2RC~3M,2RC~3P
40418,No Category,Afrotropic,<1,3AC~3M,3AC~3P,2RC~3M,2RC~3P
40452,No Category,Afrotropic,<1,2AC~3M,2AC~3P,3RC~3M,3RC~3P
33972,No Category,Neotropic,100~1000,3AC~3M,3AC~3P,2RC~3M,2RC~3P
145516,No Category,Afrotropic,>10000,3AC~3M,3AC~3P,2RC~3M,2RC~3P
301552,No Category,Afrotropic,1000~10000,3AC~3M,3AC~3P,3RC~3M,3RC~3P
39990,No Category,Afrotropic,10~20,3AC~3M,3AC~3P,3RC~3M,3RC~3P
862,II,Afrotropic,1000~10000,3AC~3M,3AC~3P,2RC~3M,2RC~3P
26605,VI,Palearctic,100~1000,3AC~3M,3AC~3P,3RC~3M,3RC~3P
39516,II,Indomalaya,100~1000,3AC~3M,3AC~3P,2RC~3M,2RC~3P
